dataset,format,input_path,input_name,t,order_method,qiskit_opt,reverse_labels,n_terms,n_qubits,qubits,ok,wall_s,depth,gates_total,cx,twoq_total,ops_json,ibm_depth,gates_opt_total,gates_opt_U1,gates_opt_U2,gates_opt_U3,gates_opt_CX,gates_opt_json,error
Genesis_dataset,genesis,/Users/jbg/Development/particleSystem/QBlue_Benchmark_Datasets/Genesis_dataset/C2/BK_C2_sto3g_10_electrons_16_spin_orbitals_Hamiltonian_1177_paulis.txt,BK_C2_sto3g_10_electrons_16_spin_orbitals_Hamiltonian_1177_paulis.txt,0.1,trivial,True,False,1176,16,16,True,70.486070,4637,7191,464,6202,"{""cx"": 464, ""cxx"": 1534, ""cxy"": 212, ""cxz"": 1076, ""cyx"": 56, ""cyy"": 1446, ""cyz"": 76, ""czx"": 60, ""czy"": 92, ""czz"": 534, ""h"": 149, ""rx"": 118, ""rxx"": 86, ""ry"": 17, ""ryy"": 16, ""rz"": 284, ""rzx"": 149, ""rzz"": 401, ""sx"": 106, ""sxdg"": 110, ""u2"": 158, ""u3"": 47}",6847,13049,61,4645,2081,6262,"{""CX"": 6262, ""U1"": 61, ""U2"": 4645, ""U3"": 2081}",
Genesis_dataset,genesis,/Users/jbg/Development/particleSystem/QBlue_Benchmark_Datasets/Genesis_dataset/H2O/JW_H2O_sto3g_10_electrons_14_spin_orbitals_Hamiltonian_1654_paulis.txt,JW_H2O_sto3g_10_electrons_14_spin_orbitals_Hamiltonian_1654_paulis.txt,0.1,trivial,True,False,1653,14,14,True,64.058525,2490,4244,36,3604,"{""cx"": 36, ""cxx"": 56, ""cxy"": 360, ""cxz"": 624, ""cyx"": 44, ""cyy"": 12, ""cyz"": 16, ""czx"": 54, ""czy"": 4, ""czz"": 1666, ""rx"": 203, ""rxx"": 240, ""ry"": 333, ""ryy"": 232, ""rz"": 56, ""rzx"": 167, ""rzz"": 93, ""sx"": 18, ""sxdg"": 3, ""u2"": 15, ""u3"": 12}",3524,7161,8,2230,1342,3581,"{""CX"": 3581, ""U1"": 8, ""U2"": 2230, ""U3"": 1342}",
Genesis_dataset,genesis,/Users/jbg/Development/particleSystem/QBlue_Benchmark_Datasets/Genesis_dataset/H2O/BK_H2O_sto3g_10_electrons_14_spin_orbitals_Hamiltonian_1654_paulis.txt,BK_H2O_sto3g_10_electrons_14_spin_orbitals_Hamiltonian_1654_paulis.txt,0.1,trivial,True,False,1653,14,14,True,60.451160,3709,5776,280,4987,"{""cx"": 280, ""cxx"": 1072, ""cxy"": 242, ""cxz"": 634, ""cyx"": 166, ""cyy"": 1190, ""cyz"": 154, ""czx"": 84, ""czy"": 66, ""czz"": 318, ""h"": 60, ""rx"": 86, ""rxx"": 108, ""ry"": 46, ""ryy"": 26, ""rz"": 250, ""rzx"": 371, ""rzz"": 276, ""sx"": 65, ""sxdg"": 94, ""u2"": 111, ""u3"": 77}",5291,10052,48,3178,2162,4664,"{""CX"": 4664, ""U1"": 48, ""U2"": 3178, ""U3"": 2162}",
Genesis_dataset,genesis,/Users/jbg/Development/particleSystem/QBlue_Benchmark_Datasets/Genesis_dataset/NH3/JW_NH3_sto3g_8_electrons_14_spin_orbitals_Hamiltonian_1734_paulis.txt,JW_NH3_sto3g_8_electrons_14_spin_orbitals_Hamiltonian_1734_paulis.txt,0.1,trivial,True,False,1733,14,14,True,69.136375,3186,5283,46,4422,"{""cx"": 46, ""cxx"": 56, ""cxy"": 456, ""cxz"": 762, ""cyx"": 52, ""cyy"": 20, ""cyz"": 16, ""czx"": 78, ""czy"": 18, ""czz"": 2156, ""rx"": 316, ""rxx"": 238, ""ry"": 413, ""ryy"": 218, ""rz"": 65, ""rzx"": 207, ""rzz"": 99, ""sx"": 23, ""u2"": 23, ""u3"": 21}",4526,8920,18,2913,1489,4500,"{""CX"": 4500, ""U1"": 18, ""U2"": 2913, ""U3"": 1489}",
Genesis_dataset,genesis,/Users/jbg/Development/particleSystem/QBlue_Benchmark_Datasets/Genesis_dataset/NH3/BK_NH3_sto3g_8_electrons_14_spin_orbitals_Hamiltonian_1734_paulis.txt,BK_NH3_sto3g_8_electrons_14_spin_orbitals_Hamiltonian_1734_paulis.txt,0.1,trivial,True,False,1733,14,14,True,75.469060,4723,7296,254,6389,"{""cx"": 254, ""cxx"": 1330, ""cxy"": 422, ""cxz"": 824, ""cyx"": 200, ""cyy"": 1544, ""cyz"": 224, ""czx"": 176, ""czy"": 150, ""czz"": 414, ""h"": 42, ""rx"": 205, ""rxx"": 152, ""ry"": 57, ""ryy"": 24, ""rz"": 300, ""rzx"": 368, ""rzz"": 307, ""sx"": 78, ""sxdg"": 90, ""u1"": 1, ""u2"": 70, ""u3"": 64}",7397,13809,111,4847,2485,6366,"{""CX"": 6366, ""U1"": 111, ""U2"": 4847, ""U3"": 2485}",
Genesis_dataset,genesis,/Users/jbg/Development/particleSystem/QBlue_Benchmark_Datasets/Genesis_dataset/N2/JW_N2_sto3g_12_electrons_18_spin_orbitals_Hamiltonian_1884_paulis.txt,JW_N2_sto3g_12_electrons_18_spin_orbitals_Hamiltonian_1884_paulis.txt,0.1,trivial,True,False,1883,18,18,True,139.693498,4395,7519,80,6325,"{""cx"": 80, ""cxx"": 114, ""cxy"": 654, ""cxz"": 1166, ""cyx"": 4, ""cyy"": 4, ""cyz"": 6, ""czx"": 128, ""czz"": 3442, ""rx"": 364, ""rxx"": 148, ""ry"": 631, ""ryy"": 144, ""rz"": 115, ""rzx"": 282, ""rzz"": 153, ""sx"": 40, ""sxdg"": 2, ""u2"": 38, ""u3"": 4}",6066,12633,5,3920,1997,6711,"{""CX"": 6711, ""U1"": 5, ""U2"": 3920, ""U3"": 1997}",
Genesis_dataset,genesis,/Users/jbg/Development/particleSystem/QBlue_Benchmark_Datasets/Genesis_dataset/N2/BK_N2_sto3g_12_electrons_18_spin_orbitals_Hamiltonian_1884_paulis.txt,BK_N2_sto3g_12_electrons_18_spin_orbitals_Hamiltonian_1884_paulis.txt,0.1,trivial,True,False,1883,18,18,True,200.213186,9378,14351,818,12543,"{""cx"": 818, ""cxx"": 3574, ""cxy"": 316, ""cxz"": 1856, ""cyx"": 90, ""cyy"": 3300, ""cyz"": 122, ""czx"": 122, ""czy"": 82, ""czz"": 1224, ""h"": 264, ""rx"": 188, ""rxx"": 125, ""ry"": 32, ""ryy"": 43, ""rz"": 523, ""rzx"": 201, ""rzz"": 670, ""sx"": 191, ""sxdg"": 230, ""u2"": 330, ""u3"": 50}",13729,25466,113,8956,3787,12610,"{""CX"": 12610, ""U1"": 113, ""U2"": 8956, ""U3"": 3787}",
Genesis_dataset,genesis,/Users/jbg/Development/particleSystem/QBlue_Benchmark_Datasets/Genesis_dataset/C2/JW_C2_sto3g_12_electrons_18_spin_orbitals_Hamiltonian_1884_paulis.txt,JW_C2_sto3g_12_electrons_18_spin_orbitals_Hamiltonian_1884_paulis.txt,0.1,trivial,True,False,1883,18,18,True,135.941100,4278,7433,76,6245,"{""cx"": 76, ""cxx"": 110, ""cxy"": 652, ""cxz"": 1172, ""cyx"": 16, ""cyy"": 4, ""cyz"": 8, ""czx"": 120, ""czz"": 3374, ""rx"": 370, ""rxx"": 142, ""ry"": 618, ""ryy"": 136, ""rz"": 110, ""rzx"": 278, ""rzz"": 157, ""sx"": 38, ""sxdg"": 2, ""u2"": 36, ""u3"": 14}",5965,12499,8,3857,1981,6653,"{""CX"": 6653, ""U1"": 8, ""U2"": 3857, ""U3"": 1981}",
Genesis_dataset,genesis,/Users/jbg/Development/particleSystem/QBlue_Benchmark_Datasets/Genesis_dataset/C2/BK_C2_sto3g_12_electrons_18_spin_orbitals_Hamiltonian_1884_paulis.txt,BK_C2_sto3g_12_electrons_18_spin_orbitals_Hamiltonian_1884_paulis.txt,0.1,trivial,True,False,1883,18,18,True,192.749687,9076,13785,774,12057,"{""cx"": 774, ""cxx"": 3466, ""cxy"": 268, ""cxz"": 1974, ""cyx"": 64, ""cyy"": 2964, ""cyz"": 118, ""czx"": 88, ""czy"": 96, ""czz"": 1202, ""h"": 229, ""rx"": 184, ""rxx"": 135, ""ry"": 27, ""ryy"": 47, ""rz"": 508, ""rzx"": 206, ""rzz"": 655, ""sx"": 195, ""sxdg"": 233, ""u2"": 297, ""u3"": 55}",13147,24160,100,8366,3574,12120,"{""CX"": 12120, ""U1"": 100, ""U2"": 8366, ""U3"": 3574}",
Genesis_dataset,genesis,/Users/jbg/Development/particleSystem/QBlue_Benchmark_Datasets/Genesis_dataset/ethylene/JW_ethylene_sto3g_12_electrons_20_spin_orbitals_Hamiltonian_2063_paulis.txt,JW_ethylene_sto3g_12_electrons_20_spin_orbitals_Hamiltonian_2063_paulis.txt,0.1,trivial,True,False,2062,20,20,True,228.884732,4672,8297,66,7060,"{""cx"": 66, ""cxx"": 100, ""cxy"": 686, ""cxz"": 1180, ""cyx"": 20, ""cyz"": 12, ""czx"": 162, ""czy"": 4, ""czz"": 3972, ""rx"": 390, ""rxx"": 190, ""ry"": 678, ""ryy"": 180, ""rz"": 103, ""rzx"": 298, ""rzz"": 190, ""sx"": 33, ""u2"": 33}",6543,14063,2,4399,2126,7536,"{""CX"": 7536, ""U1"": 2, ""U2"": 4399, ""U3"": 2126}",
Genesis_dataset,genesis,/Users/jbg/Development/particleSystem/QBlue_Benchmark_Datasets/Genesis_dataset/ethylene/BK_ethylene_sto3g_12_electrons_20_spin_orbitals_Hamiltonian_2063_paulis.txt,BK_ethylene_sto3g_12_electrons_20_spin_orbitals_Hamiltonian_2063_paulis.txt,0.1,trivial,True,False,2062,20,20,True,300.060676,10853,16862,662,15194,"{""cx"": 662, ""cxx"": 4670, ""cxy"": 376, ""cxz"": 2658, ""cyx"": 70, ""cyy"": 3922, ""cyz"": 206, ""czx"": 228, ""czy"": 150, ""czz"": 1092, ""h"": 143, ""rx"": 250, ""rxx"": 190, ""ry"": 51, ""ryy"": 21, ""rz"": 576, ""rzx"": 217, ""rzz"": 732, ""sx"": 247, ""sxdg"": 245, ""u2"": 147, ""u3"": 9}",16656,31333,191,11336,4069,15737,"{""CX"": 15737, ""U1"": 191, ""U2"": 11336, ""U3"": 4069}",
Genesis_dataset,genesis,/Users/jbg/Development/particleSystem/QBlue_Benchmark_Datasets/Genesis_dataset/NH3/JW_NH3_sto3g_10_electrons_16_spin_orbitals_Hamiltonian_2913_paulis.txt,JW_NH3_sto3g_10_electrons_16_spin_orbitals_Hamiltonian_2913_paulis.txt,0.1,trivial,True,False,2912,16,16,True,168.737475,5321,9186,82,7766,"{""cx"": 82, ""cxx"": 96, ""cxy"": 764, ""cxz"": 1232, ""cyx"": 80, ""cyy"": 32, ""cyz"": 28, ""czx"": 188, ""czy"": 28, ""czz"": 3998, ""rx"": 508, ""rxx"": 392, ""ry"": 695, ""ryy"": 360, ""rz"": 100, ""rzx"": 352, ""rzz"": 134, ""sx"": 41, ""u2"": 39, ""u3"": 37}",7471,15301,28,5071,2432,7770,"{""CX"": 7770, ""U1"": 28, ""U2"": 5071, ""U3"": 2432}",
Genesis_dataset,genesis,/Users/jbg/Development/particleSystem/QBlue_Benchmark_Datasets/Genesis_dataset/NH3/BK_NH3_sto3g_10_electrons_16_spin_orbitals_Hamiltonian_2913_paulis.txt,BK_NH3_sto3g_10_electrons_16_spin_orbitals_Hamiltonian_2913_paulis.txt,0.1,trivial,True,False,2912,16,16,True,112.816610,5568,8763,100,7781,"{""cx"": 100, ""cxx"": 1324, ""cxy"": 326, ""cxz"": 1584, ""cyx"": 258, ""cyy"": 1544, ""cyz"": 332, ""czx"": 176, ""czy"": 410, ""czz"": 292, ""h"": 20, ""rx"": 315, ""rxx"": 229, ""ry"": 52, ""ryy"": 26, ""rz"": 303, ""rzx"": 721, ""rzz"": 459, ""sx"": 34, ""sxdg"": 43, ""u1"": 2, ""u2"": 13, ""u3"": 200}",8700,16464,169,5405,3437,7453,"{""CX"": 7453, ""U1"": 169, ""U2"": 5405, ""U3"": 3437}",
Genesis_dataset,genesis,/Users/jbg/Development/particleSystem/QBlue_Benchmark_Datasets/Genesis_dataset/N2/JW_N2_sto3g_14_electrons_20_spin_orbitals_Hamiltonian_2951_paulis.txt,JW_N2_sto3g_14_electrons_20_spin_orbitals_Hamiltonian_2951_paulis.txt,0.1,trivial,True,False,2950,20,20,True,294.182708,7127,12468,128,10555,"{""cx"": 128, ""cxx"": 172, ""cxy"": 1042, ""cxz"": 1796, ""cyx"": 24, ""cyy"": 4, ""cyz"": 12, ""czx"": 252, ""czy"": 4, ""czz"": 6032, ""rx"": 597, ""rxx"": 230, ""ry"": 1002, ""ryy"": 222, ""rz"": 172, ""rzx"": 443, ""rzz"": 194, ""sx"": 64, ""sxdg"": 2, ""u2"": 62, ""u3"": 14}",9855,20630,9,6389,3118,11114,"{""CX"": 11114, ""U1"": 9, ""U2"": 6389, ""U3"": 3118}",
Genesis_dataset,genesis,/Users/jbg/Development/particleSystem/QBlue_Benchmark_Datasets/Genesis_dataset/N2/BK_N2_sto3g_14_electrons_20_spin_orbitals_Hamiltonian_2951_paulis.txt,BK_N2_sto3g_14_electrons_20_spin_orbitals_Hamiltonian_2951_paulis.txt,0.1,trivial,True,False,2950,20,20,True,391.351159,14431,22277,1094,19745,"{""cx"": 1094, ""cxx"": 6036, ""cxy"": 468, ""cxz"": 2976, ""cyx"": 140, ""cyy"": 4876, ""cyz"": 280, ""czx"": 186, ""czy"": 222, ""czz"": 1890, ""h"": 301, ""rx"": 332, ""rxx"": 240, ""ry"": 51, ""ryy"": 51, ""rz"": 742, ""rzx"": 361, ""rzz"": 925, ""sx"": 282, ""sxdg"": 322, ""u2"": 378, ""u3"": 124}",21314,39786,181,13908,5671,20026,"{""CX"": 20026, ""U1"": 181, ""U2"": 13908, ""U3"": 5671}",
Genesis_dataset,genesis,/Users/jbg/Development/particleSystem/QBlue_Benchmark_Datasets/Genesis_dataset/C2/BK_C2_sto3g_12_electrons_20_spin_orbitals_Hamiltonian_2951_paulis.txt,BK_C2_sto3g_12_electrons_20_spin_orbitals_Hamiltonian_2951_paulis.txt,0.1,trivial,True,False,2950,20,20,True,392.610782,14284,22043,1074,19523,"{""cx"": 1074, ""cxx"": 5968, ""cxy"": 458, ""cxz"": 2942, ""cyx"": 138, ""cyy"": 4810, ""cyz"": 280, ""czx"": 186, ""czy"": 222, ""czz"": 1882, ""h"": 300, ""rx"": 332, ""rxx"": 240, ""ry"": 51, ""ryy"": 51, ""rz"": 732, ""rzx"": 359, ""rzz"": 913, ""sx"": 281, ""sxdg"": 322, ""u2"": 379, ""u3"": 123}",20879,38882,182,13587,5527,19586,"{""CX"": 19586, ""U1"": 182, ""U2"": 13587, ""U3"": 5527}",
Genesis_dataset,genesis,/Users/jbg/Development/particleSystem/QBlue_Benchmark_Datasets/Genesis_dataset/C2/JW_C2_sto3g_12_electrons_20_spin_orbitals_Hamiltonian_2951_paulis.txt,JW_C2_sto3g_12_electrons_20_spin_orbitals_Hamiltonian_2951_paulis.txt,0.1,trivial,True,False,2950,20,20,True,294.132064,7003,12268,128,10381,"{""cx"": 128, ""cxx"": 168, ""cxy"": 1026, ""cxz"": 1768, ""cyx"": 24, ""cyy"": 4, ""cyz"": 12, ""czx"": 248, ""czy"": 4, ""czz"": 5912, ""rx"": 595, ""rxx"": 230, ""ry"": 974, ""ryy"": 222, ""rz"": 172, ""rzx"": 441, ""rzz"": 194, ""sx"": 64, ""sxdg"": 2, ""u2"": 62, ""u3"": 18}",9700,20288,8,6279,3079,10922,"{""CX"": 10922, ""U1"": 8, ""U2"": 6279, ""U3"": 3079}",
Genesis_dataset,genesis,/Users/jbg/Development/particleSystem/QBlue_Benchmark_Datasets/Genesis_dataset/ethylene/JW_ethylene_sto3g_14_electrons_24_spin_orbitals_Hamiltonian_4497_paulis.txt,JW_ethylene_sto3g_14_electrons_24_spin_orbitals_Hamiltonian_4497_paulis.txt,0.1,trivial,True,False,4496,24,24,True,834.919617,11814,20713,154,17815,"{""cx"": 154, ""cxx"": 360, ""cxy"": 1632, ""cxz"": 2824, ""cyx"": 48, ""cyy"": 4, ""cyz"": 12, ""czx"": 424, ""czy"": 20, ""czz"": 10668, ""h"": 2, ""rx"": 917, ""rxx"": 354, ""ry"": 1554, ""ryy"": 342, ""rz"": 261, ""rzx"": 691, ""rzz"": 282, ""sx"": 77, ""sxdg"": 4, ""u2"": 73, ""u3"": 10}",16182,33802,19,10452,4595,18736,"{""CX"": 18736, ""U1"": 19, ""U2"": 10452, ""U3"": 4595}",
Genesis_dataset,genesis,/Users/jbg/Development/particleSystem/QBlue_Benchmark_Datasets/Genesis_dataset/ethylene/BK_ethylene_sto3g_14_electrons_24_spin_orbitals_Hamiltonian_4497_paulis.txt,BK_ethylene_sto3g_14_electrons_24_spin_orbitals_Hamiltonian_4497_paulis.txt,0.1,trivial,True,False,4496,24,24,True,740.891386,20579,32158,912,28824,"{""cx"": 912, ""cxx"": 9044, ""cxy"": 818, ""cxz"": 4598, ""cyx"": 198, ""cyy"": 7004, ""cyz"": 448, ""czx"": 488, ""czy"": 806, ""czz"": 2292, ""h"": 199, ""rx"": 747, ""rxx"": 480, ""ry"": 114, ""ryy"": 59, ""rz"": 1363, ""rzx"": 689, ""rzz"": 988, ""sx"": 349, ""sxdg"": 351, ""u2"": 189, ""u3"": 22}",31181,59344,493,21139,8116,29596,"{""CX"": 29596, ""U1"": 493, ""U2"": 21139, ""U3"": 8116}",
Genesis_dataset,genesis,/Users/jbg/Development/particleSystem/QBlue_Benchmark_Datasets/Genesis_dataset/ethylene/JW_ethylene_sto3g_16_electrons_28_spin_orbitals_Hamiltonian_8919_paulis.txt,JW_ethylene_sto3g_16_electrons_28_spin_orbitals_Hamiltonian_8919_paulis.txt,,trivial,True,False,8918,28,,False,0.0,,,,,,,,,,,,,skipped (n_terms=8918 > --max-terms=5000)
Genesis_dataset,genesis,/Users/jbg/Development/particleSystem/QBlue_Benchmark_Datasets/Genesis_dataset/ethylene/BK_ethylene_sto3g_16_electrons_28_spin_orbitals_Hamiltonian_8919_paulis.txt,BK_ethylene_sto3g_16_electrons_28_spin_orbitals_Hamiltonian_8919_paulis.txt,,trivial,True,False,8918,28,,False,0.0,,,,,,,,,,,,,skipped (n_terms=8918 > --max-terms=5000)
Genesis_dataset,genesis,/Users/jbg/Development/particleSystem/QBlue_Benchmark_Datasets/Genesis_dataset/benzene/JW_benzene_sto3g_42_electrons_72_spin_orbitals_Hamiltonian_368021_paulis.txt,JW_benzene_sto3g_42_electrons_72_spin_orbitals_Hamiltonian_368021_paulis.txt,,trivial,True,False,368020,72,,False,0.0,,,,,,,,,,,,,skipped (n_terms=368020 > --max-terms=5000)
Genesis_dataset,genesis,/Users/jbg/Development/particleSystem/QBlue_Benchmark_Datasets/Genesis_dataset/benzene/BK_benzene_sto3g_42_electrons_72_spin_orbitals_Hamiltonian_368021_paulis.txt,BK_benzene_sto3g_42_electrons_72_spin_orbitals_Hamiltonian_368021_paulis.txt,,trivial,True,False,368020,72,,False,0.0,,,,,,,,,,,,,skipped (n_terms=368020 > --max-terms=5000)
