dataset,format,input_path,input_name,err,t,pipeline,p_flag,grouping,algorithm,backend,n_terms,n_pauli_strings,splitting_r,lambda,relaxation_factor,ok,wall_s,qubits,gates_in_total,gates_in_H,gates_in_X,gates_in_Rzq,gates_in_CX,gates_in_json,gates_opt_total,gates_opt_U1,gates_opt_U2,gates_opt_U3,gates_opt_CX,gates_opt_json,stdout_tail,stderr_tail
MarQSim_dataset,marqsim,/Users/jbg/Development/particleSystem/QBlue_Benchmark_Datasets/MarQSim_dataset/_Pauli_string_BeH2_f.txt,_Pauli_string_BeH2_f.txt,0.5,0.01,std,0,none,Trotterization (1st-order),IBMDigital,661,62795,95,,1.072057,False,238.158184,,,,,,,,,,,,,,Start analyze_one_circuit\nBefore lexing\nafter lexing\nbefore parser\nafter parser\nAfter parserAfter getting qubit 12\ndecompose to full gate set\ndecompose to voqc\n,[DBG] Expected error: 0.500000;   t: 0.010000\n[DBG] Analyzing /Users/jbg/Development/particleSystem/QBlue_Benchmark_Datasets/MarQSim_dataset/_Pauli_string_BeH2_f.txt:\n[DBG] Length of Pauli String 661\n\n[DBG] ---- Trotterization (1st-order) -> IBMDigital circuits: ----\n[DBG] Dealing with 62795 pauli strings; relaxation factor: 1.072057; splitting r: 95.\n
MarQSim_dataset,marqsim,/Users/jbg/Development/particleSystem/QBlue_Benchmark_Datasets/MarQSim_dataset/_Pauli_string_BeH2_f.txt,_Pauli_string_BeH2_f.txt,0.5,0.01,qdrift,1,none,Trotterization (QDrift),IBMDigital,661,2,,21.488184,1.239715,True,0.030247,12,6,0,0,2,4,"{""CX"": 4, ""H"": 0, ""Rzq"": 2, ""X"": 0}",4,2,0,0,2,"{""CX"": 2, ""U1"": 2, ""U2"": 0, ""U3"": 0}",Start analyze_one_circuit\nBefore lexing\nafter lexing\nbefore parser\nafter parser\nAfter parserAfter getting qubit 12\ndecompose to full gate set\ndecompose to voqc\nconvert to rzq\n,"[DBG] Expected error: 0.500000;   t: 0.010000\n[DBG] Analyzing /Users/jbg/Development/particleSystem/QBlue_Benchmark_Datasets/MarQSim_dataset/_Pauli_string_BeH2_f.txt:\n[DBG] Length of Pauli String 661\n\n[DBG] ---- Trotterization (QDrift) -> IBMDigital circuits: ----\n[DBG] Dealing with 2 pauli strings; lambda = 21.488184; relaxation factor: 1.239715.\n[DBG] Input circuit uses 12 qubits, has 6 gates:  { H : 0, X : 0, Rzq : 2, CX : 4 }.\n[DBG] After optimization, the circuit uses 4 gates : { U1 : 2, U2 : 0, U3 : 0, CX : 2 }.\n\n"
MarQSim_dataset,marqsim,/Users/jbg/Development/particleSystem/QBlue_Benchmark_Datasets/MarQSim_dataset/_Pauli_string_BeH2_unf.txt,_Pauli_string_BeH2_unf.txt,0.5,0.01,std,0,none,Trotterization (1st-order),IBMDigital,661,62795,95,,1.072057,False,285.389760,,,,,,,,,,,,,,Start analyze_one_circuit\nBefore lexing\nafter lexing\nbefore parser\nafter parser\nAfter parserAfter getting qubit 14\ndecompose to full gate set\ndecompose to voqc\n,[DBG] Expected error: 0.500000;   t: 0.010000\n[DBG] Analyzing /Users/jbg/Development/particleSystem/QBlue_Benchmark_Datasets/MarQSim_dataset/_Pauli_string_BeH2_unf.txt:\n[DBG] Length of Pauli String 661\n\n[DBG] ---- Trotterization (1st-order) -> IBMDigital circuits: ----\n[DBG] Dealing with 62795 pauli strings; relaxation factor: 1.072057; splitting r: 95.\n
MarQSim_dataset,marqsim,/Users/jbg/Development/particleSystem/QBlue_Benchmark_Datasets/MarQSim_dataset/_Pauli_string_BeH2_unf.txt,_Pauli_string_BeH2_unf.txt,0.5,0.01,qdrift,1,none,Trotterization (QDrift),IBMDigital,661,2,,21.488184,1.239715,True,0.031098,14,4,0,0,2,2,"{""CX"": 2, ""H"": 0, ""Rzq"": 2, ""X"": 0}",1,1,0,0,0,"{""CX"": 0, ""U1"": 1, ""U2"": 0, ""U3"": 0}",Start analyze_one_circuit\nBefore lexing\nafter lexing\nbefore parser\nafter parser\nAfter parserAfter getting qubit 14\ndecompose to full gate set\ndecompose to voqc\nconvert to rzq\n,"[DBG] Expected error: 0.500000;   t: 0.010000\n[DBG] Analyzing /Users/jbg/Development/particleSystem/QBlue_Benchmark_Datasets/MarQSim_dataset/_Pauli_string_BeH2_unf.txt:\n[DBG] Length of Pauli String 661\n\n[DBG] ---- Trotterization (QDrift) -> IBMDigital circuits: ----\n[DBG] Dealing with 2 pauli strings; lambda = 21.488184; relaxation factor: 1.239715.\n[DBG] Input circuit uses 14 qubits, has 4 gates:  { H : 0, X : 0, Rzq : 2, CX : 2 }.\n[DBG] After optimization, the circuit uses 1 gates : { U1 : 1, U2 : 0, U3 : 0, CX : 0 }.\n\n"
Genesis_dataset,genesis,/Users/jbg/Development/particleSystem/QBlue_Benchmark_Datasets/Genesis_dataset/LiH/JW_LiH_sto3g_4_electrons_12_spin_orbitals_Hamiltonian_631_paulis.txt,JW_LiH_sto3g_4_electrons_12_spin_orbitals_Hamiltonian_631_paulis.txt,0.5,0.01,std,0,none,Trotterization (1st-order),IBMDigital,631,54897,87,,1.075224,False,356.215613,,,,,,,,,,,,,,Start analyze_one_circuit\nBefore lexing\nafter lexing\nbefore parser\nafter parser\nAfter parserAfter getting qubit 12\ndecompose to full gate set\ndecompose to voqc\n,[DBG] Expected error: 0.500000;   t: 0.010000\n[DBG] Analyzing /var/folders/8l/ycc5vbn93_56mddr52w8zp040000gn/T/qblue_bench_xi0c9l82/JW_LiH_sto3g_4_electrons_12_spin_orbitals_Hamiltonian_631_paulis.txt.marqsim.txt:\n[DBG] Length of Pauli String 631\n\n[DBG] ---- Trotterization (1st-order) -> IBMDigital circuits: ----\n[DBG] Dealing with 54897 pauli strings; relaxation factor: 1.075224; splitting r: 87.\n
Genesis_dataset,genesis,/Users/jbg/Development/particleSystem/QBlue_Benchmark_Datasets/Genesis_dataset/LiH/JW_LiH_sto3g_4_electrons_12_spin_orbitals_Hamiltonian_631_paulis.txt,JW_LiH_sto3g_4_electrons_12_spin_orbitals_Hamiltonian_631_paulis.txt,0.5,0.01,qdrift,1,none,Trotterization (QDrift),IBMDigital,631,2,,17.5069,1.191328,True,0.029578,12,3,0,0,1,2,"{""CX"": 2, ""H"": 0, ""Rzq"": 1, ""X"": 0}",1,1,0,0,0,"{""CX"": 0, ""U1"": 1, ""U2"": 0, ""U3"": 0}",Start analyze_one_circuit\nBefore lexing\nafter lexing\nbefore parser\nafter parser\nAfter parserAfter getting qubit 12\ndecompose to full gate set\ndecompose to voqc\nconvert to rzq\n,"[DBG] Expected error: 0.500000;   t: 0.010000\n[DBG] Analyzing /var/folders/8l/ycc5vbn93_56mddr52w8zp040000gn/T/qblue_bench_xi0c9l82/JW_LiH_sto3g_4_electrons_12_spin_orbitals_Hamiltonian_631_paulis.txt.marqsim.txt:\n[DBG] Length of Pauli String 631\n\n[DBG] ---- Trotterization (QDrift) -> IBMDigital circuits: ----\n[DBG] Dealing with 2 pauli strings; lambda = 17.506900; relaxation factor: 1.191328.\n[DBG] Input circuit uses 12 qubits, has 3 gates:  { H : 0, X : 0, Rzq : 1, CX : 2 }.\n[DBG] After optimization, the circuit uses 1 gates : { U1 : 1, U2 : 0, U3 : 0, CX : 0 }.\n\n"
Genesis_dataset,genesis,/Users/jbg/Development/particleSystem/QBlue_Benchmark_Datasets/Genesis_dataset/LiH/BK_LiH_sto3g_4_electrons_12_spin_orbitals_Hamiltonian_631_paulis.txt,BK_LiH_sto3g_4_electrons_12_spin_orbitals_Hamiltonian_631_paulis.txt,0.5,0.01,std,0,none,Trotterization (1st-order),IBMDigital,631,54897,87,,1.075224,False,250.108327,,,,,,,,,,,,,,Start analyze_one_circuit\nBefore lexing\nafter lexing\nbefore parser\nafter parser\nAfter parserAfter getting qubit 12\ndecompose to full gate set\ndecompose to voqc\n,[DBG] Expected error: 0.500000;   t: 0.010000\n[DBG] Analyzing /var/folders/8l/ycc5vbn93_56mddr52w8zp040000gn/T/qblue_bench_xi0c9l82/BK_LiH_sto3g_4_electrons_12_spin_orbitals_Hamiltonian_631_paulis.txt.marqsim.txt:\n[DBG] Length of Pauli String 631\n\n[DBG] ---- Trotterization (1st-order) -> IBMDigital circuits: ----\n[DBG] Dealing with 54897 pauli strings; relaxation factor: 1.075224; splitting r: 87.\n
Genesis_dataset,genesis,/Users/jbg/Development/particleSystem/QBlue_Benchmark_Datasets/Genesis_dataset/LiH/BK_LiH_sto3g_4_electrons_12_spin_orbitals_Hamiltonian_631_paulis.txt,BK_LiH_sto3g_4_electrons_12_spin_orbitals_Hamiltonian_631_paulis.txt,0.5,0.01,qdrift,1,none,Trotterization (QDrift),IBMDigital,631,2,,17.5069,1.191328,True,0.029521,12,5,0,0,1,4,"{""CX"": 4, ""H"": 0, ""Rzq"": 1, ""X"": 0}",1,1,0,0,0,"{""CX"": 0, ""U1"": 1, ""U2"": 0, ""U3"": 0}",Start analyze_one_circuit\nBefore lexing\nafter lexing\nbefore parser\nafter parser\nAfter parserAfter getting qubit 12\ndecompose to full gate set\ndecompose to voqc\nconvert to rzq\n,"[DBG] Expected error: 0.500000;   t: 0.010000\n[DBG] Analyzing /var/folders/8l/ycc5vbn93_56mddr52w8zp040000gn/T/qblue_bench_xi0c9l82/BK_LiH_sto3g_4_electrons_12_spin_orbitals_Hamiltonian_631_paulis.txt.marqsim.txt:\n[DBG] Length of Pauli String 631\n\n[DBG] ---- Trotterization (QDrift) -> IBMDigital circuits: ----\n[DBG] Dealing with 2 pauli strings; lambda = 17.506900; relaxation factor: 1.191328.\n[DBG] Input circuit uses 12 qubits, has 5 gates:  { H : 0, X : 0, Rzq : 1, CX : 4 }.\n[DBG] After optimization, the circuit uses 1 gates : { U1 : 1, U2 : 0, U3 : 0, CX : 0 }.\n\n"
Genesis_dataset,genesis,/Users/jbg/Development/particleSystem/QBlue_Benchmark_Datasets/Genesis_dataset/BeH2/JW_BeH2_sto3g_6_electrons_14_spin_orbitals_Hamiltonian_666_paulis.txt,JW_BeH2_sto3g_6_electrons_14_spin_orbitals_Hamiltonian_666_paulis.txt,0.5,0.01,std,0,none,Trotterization (1st-order),IBMDigital,666,63936,96,,1.071838,False,267.940023,,,,,,,,,,,,,,Start analyze_one_circuit\nBefore lexing\nafter lexing\nbefore parser\nafter parser\nAfter parserAfter getting qubit 14\ndecompose to full gate set\ndecompose to voqc\n,[DBG] Expected error: 0.500000;   t: 0.010000\n[DBG] Analyzing /var/folders/8l/ycc5vbn93_56mddr52w8zp040000gn/T/qblue_bench_xi0c9l82/JW_BeH2_sto3g_6_electrons_14_spin_orbitals_Hamiltonian_666_paulis.txt.marqsim.txt:\n[DBG] Length of Pauli String 666\n\n[DBG] ---- Trotterization (1st-order) -> IBMDigital circuits: ----\n[DBG] Dealing with 63936 pauli strings; relaxation factor: 1.071838; splitting r: 96.\n
Genesis_dataset,genesis,/Users/jbg/Development/particleSystem/QBlue_Benchmark_Datasets/Genesis_dataset/BeH2/JW_BeH2_sto3g_6_electrons_14_spin_orbitals_Hamiltonian_666_paulis.txt,JW_BeH2_sto3g_6_electrons_14_spin_orbitals_Hamiltonian_666_paulis.txt,0.5,0.01,qdrift,1,none,Trotterization (QDrift),IBMDigital,666,2,,33.70504,1.40081,True,0.029716,14,3,0,0,1,2,"{""CX"": 2, ""H"": 0, ""Rzq"": 1, ""X"": 0}",3,1,0,0,2,"{""CX"": 2, ""U1"": 1, ""U2"": 0, ""U3"": 0}",Start analyze_one_circuit\nBefore lexing\nafter lexing\nbefore parser\nafter parser\nAfter parserAfter getting qubit 14\ndecompose to full gate set\ndecompose to voqc\nconvert to rzq\n,"[DBG] Expected error: 0.500000;   t: 0.010000\n[DBG] Analyzing /var/folders/8l/ycc5vbn93_56mddr52w8zp040000gn/T/qblue_bench_xi0c9l82/JW_BeH2_sto3g_6_electrons_14_spin_orbitals_Hamiltonian_666_paulis.txt.marqsim.txt:\n[DBG] Length of Pauli String 666\n\n[DBG] ---- Trotterization (QDrift) -> IBMDigital circuits: ----\n[DBG] Dealing with 2 pauli strings; lambda = 33.705040; relaxation factor: 1.400810.\n[DBG] Input circuit uses 14 qubits, has 3 gates:  { H : 0, X : 0, Rzq : 1, CX : 2 }.\n[DBG] After optimization, the circuit uses 3 gates : { U1 : 1, U2 : 0, U3 : 0, CX : 2 }.\n\n"
Genesis_dataset,genesis,/Users/jbg/Development/particleSystem/QBlue_Benchmark_Datasets/Genesis_dataset/BeH2/BK_BeH2_sto3g_6_electrons_14_spin_orbitals_Hamiltonian_666_paulis.txt,BK_BeH2_sto3g_6_electrons_14_spin_orbitals_Hamiltonian_666_paulis.txt,0.5,0.01,std,0,none,Trotterization (1st-order),IBMDigital,666,63936,96,,1.071838,False,215.890068,,,,,,,,,,,,,,Start analyze_one_circuit\nBefore lexing\nafter lexing\nbefore parser\nafter parser\nAfter parserAfter getting qubit 14\ndecompose to full gate set\ndecompose to voqc\n,[DBG] Expected error: 0.500000;   t: 0.010000\n[DBG] Analyzing /var/folders/8l/ycc5vbn93_56mddr52w8zp040000gn/T/qblue_bench_xi0c9l82/BK_BeH2_sto3g_6_electrons_14_spin_orbitals_Hamiltonian_666_paulis.txt.marqsim.txt:\n[DBG] Length of Pauli String 666\n\n[DBG] ---- Trotterization (1st-order) -> IBMDigital circuits: ----\n[DBG] Dealing with 63936 pauli strings; relaxation factor: 1.071838; splitting r: 96.\n
Genesis_dataset,genesis,/Users/jbg/Development/particleSystem/QBlue_Benchmark_Datasets/Genesis_dataset/BeH2/BK_BeH2_sto3g_6_electrons_14_spin_orbitals_Hamiltonian_666_paulis.txt,BK_BeH2_sto3g_6_electrons_14_spin_orbitals_Hamiltonian_666_paulis.txt,0.5,0.01,qdrift,1,none,Trotterization (QDrift),IBMDigital,666,2,,33.70504,1.40081,True,0.030979,14,3,0,0,1,2,"{""CX"": 2, ""H"": 0, ""Rzq"": 1, ""X"": 0}",3,1,0,0,2,"{""CX"": 2, ""U1"": 1, ""U2"": 0, ""U3"": 0}",Start analyze_one_circuit\nBefore lexing\nafter lexing\nbefore parser\nafter parser\nAfter parserAfter getting qubit 14\ndecompose to full gate set\ndecompose to voqc\nconvert to rzq\n,"[DBG] Expected error: 0.500000;   t: 0.010000\n[DBG] Analyzing /var/folders/8l/ycc5vbn93_56mddr52w8zp040000gn/T/qblue_bench_xi0c9l82/BK_BeH2_sto3g_6_electrons_14_spin_orbitals_Hamiltonian_666_paulis.txt.marqsim.txt:\n[DBG] Length of Pauli String 666\n\n[DBG] ---- Trotterization (QDrift) -> IBMDigital circuits: ----\n[DBG] Dealing with 2 pauli strings; lambda = 33.705040; relaxation factor: 1.400810.\n[DBG] Input circuit uses 14 qubits, has 3 gates:  { H : 0, X : 0, Rzq : 1, CX : 2 }.\n[DBG] After optimization, the circuit uses 3 gates : { U1 : 1, U2 : 0, U3 : 0, CX : 2 }.\n\n"
Genesis_dataset,genesis,/Users/jbg/Development/particleSystem/QBlue_Benchmark_Datasets/Genesis_dataset/ethylene/JW_ethylene_sto3g_10_electrons_16_spin_orbitals_Hamiltonian_789_paulis.txt,JW_ethylene_sto3g_10_electrons_16_spin_orbitals_Hamiltonian_789_paulis.txt,0.5,0.01,std,0,none,Trotterization (1st-order),IBMDigital,789,105726,134,,1.060649,False,154.323943,,,,,,,,,,,,,,Start analyze_one_circuit\nBefore lexing\nafter lexing\nbefore parser\nafter parser\nAfter parserAfter getting qubit 16\ndecompose to full gate set\ndecompose to voqc\n,[DBG] Expected error: 0.500000;   t: 0.010000\n[DBG] Analyzing /var/folders/8l/ycc5vbn93_56mddr52w8zp040000gn/T/qblue_bench_xi0c9l82/JW_ethylene_sto3g_10_electrons_16_spin_orbitals_Hamiltonian_789_paulis.txt.marqsim.txt:\n[DBG] Length of Pauli String 789\n\n[DBG] ---- Trotterization (1st-order) -> IBMDigital circuits: ----\n[DBG] Dealing with 105726 pauli strings; relaxation factor: 1.060649; splitting r: 134.\n
Genesis_dataset,genesis,/Users/jbg/Development/particleSystem/QBlue_Benchmark_Datasets/Genesis_dataset/ethylene/JW_ethylene_sto3g_10_electrons_16_spin_orbitals_Hamiltonian_789_paulis.txt,JW_ethylene_sto3g_10_electrons_16_spin_orbitals_Hamiltonian_789_paulis.txt,0.5,0.01,qdrift,1,none,Trotterization (QDrift),IBMDigital,789,3,,42.223338,1.325101,True,0.033723,16,1,0,0,1,0,"{""CX"": 0, ""H"": 0, ""Rzq"": 1, ""X"": 0}",1,1,0,0,0,"{""CX"": 0, ""U1"": 1, ""U2"": 0, ""U3"": 0}",Start analyze_one_circuit\nBefore lexing\nafter lexing\nbefore parser\nafter parser\nAfter parserAfter getting qubit 16\ndecompose to full gate set\ndecompose to voqc\nconvert to rzq\n,"[DBG] Expected error: 0.500000;   t: 0.010000\n[DBG] Analyzing /var/folders/8l/ycc5vbn93_56mddr52w8zp040000gn/T/qblue_bench_xi0c9l82/JW_ethylene_sto3g_10_electrons_16_spin_orbitals_Hamiltonian_789_paulis.txt.marqsim.txt:\n[DBG] Length of Pauli String 789\n\n[DBG] ---- Trotterization (QDrift) -> IBMDigital circuits: ----\n[DBG] Dealing with 3 pauli strings; lambda = 42.223338; relaxation factor: 1.325101.\n[DBG] Input circuit uses 16 qubits, has 1 gates:  { H : 0, X : 0, Rzq : 1, CX : 0 }.\n[DBG] After optimization, the circuit uses 1 gates : { U1 : 1, U2 : 0, U3 : 0, CX : 0 }.\n\n"
Genesis_dataset,genesis,/Users/jbg/Development/particleSystem/QBlue_Benchmark_Datasets/Genesis_dataset/ethylene/BK_ethylene_sto3g_10_electrons_16_spin_orbitals_Hamiltonian_789_paulis.txt,BK_ethylene_sto3g_10_electrons_16_spin_orbitals_Hamiltonian_789_paulis.txt,0.5,0.01,std,0,none,Trotterization (1st-order),IBMDigital,789,105726,134,,1.060649,False,147.704773,,,,,,,,,,,,,,Start analyze_one_circuit\nBefore lexing\nafter lexing\nbefore parser\nafter parser\nAfter parserAfter getting qubit 16\ndecompose to full gate set\ndecompose to voqc\n,[DBG] Expected error: 0.500000;   t: 0.010000\n[DBG] Analyzing /var/folders/8l/ycc5vbn93_56mddr52w8zp040000gn/T/qblue_bench_xi0c9l82/BK_ethylene_sto3g_10_electrons_16_spin_orbitals_Hamiltonian_789_paulis.txt.marqsim.txt:\n[DBG] Length of Pauli String 789\n\n[DBG] ---- Trotterization (1st-order) -> IBMDigital circuits: ----\n[DBG] Dealing with 105726 pauli strings; relaxation factor: 1.060649; splitting r: 134.\n
Genesis_dataset,genesis,/Users/jbg/Development/particleSystem/QBlue_Benchmark_Datasets/Genesis_dataset/ethylene/BK_ethylene_sto3g_10_electrons_16_spin_orbitals_Hamiltonian_789_paulis.txt,BK_ethylene_sto3g_10_electrons_16_spin_orbitals_Hamiltonian_789_paulis.txt,0.5,0.01,qdrift,1,none,Trotterization (QDrift),IBMDigital,789,3,,42.223338,1.325101,True,0.032316,16,3,0,0,1,2,"{""CX"": 2, ""H"": 0, ""Rzq"": 1, ""X"": 0}",1,1,0,0,0,"{""CX"": 0, ""U1"": 1, ""U2"": 0, ""U3"": 0}",Start analyze_one_circuit\nBefore lexing\nafter lexing\nbefore parser\nafter parser\nAfter parserAfter getting qubit 16\ndecompose to full gate set\ndecompose to voqc\nconvert to rzq\n,"[DBG] Expected error: 0.500000;   t: 0.010000\n[DBG] Analyzing /var/folders/8l/ycc5vbn93_56mddr52w8zp040000gn/T/qblue_bench_xi0c9l82/BK_ethylene_sto3g_10_electrons_16_spin_orbitals_Hamiltonian_789_paulis.txt.marqsim.txt:\n[DBG] Length of Pauli String 789\n\n[DBG] ---- Trotterization (QDrift) -> IBMDigital circuits: ----\n[DBG] Dealing with 3 pauli strings; lambda = 42.223338; relaxation factor: 1.325101.\n[DBG] Input circuit uses 16 qubits, has 3 gates:  { H : 0, X : 0, Rzq : 1, CX : 2 }.\n[DBG] After optimization, the circuit uses 1 gates : { U1 : 1, U2 : 0, U3 : 0, CX : 0 }.\n\n"
Genesis_dataset,genesis,/Users/jbg/Development/particleSystem/QBlue_Benchmark_Datasets/Genesis_dataset/NH3/BK_NH3_sto3g_8_electrons_12_spin_orbitals_Hamiltonian_915_paulis.txt,BK_NH3_sto3g_8_electrons_12_spin_orbitals_Hamiltonian_915_paulis.txt,0.5,0.01,std,0,none,Trotterization (1st-order),IBMDigital,915,162870,178,,1.052749,False,53.969078,,,,,,,,,,,,,,Start analyze_one_circuit\nBefore lexing\nafter lexing\nbefore parser\nafter parser\nAfter parserAfter getting qubit 12\ndecompose to full gate set\ndecompose to voqc\n,[DBG] Expected error: 0.500000;   t: 0.010000\n[DBG] Analyzing /var/folders/8l/ycc5vbn93_56mddr52w8zp040000gn/T/qblue_bench_xi0c9l82/BK_NH3_sto3g_8_electrons_12_spin_orbitals_Hamiltonian_915_paulis.txt.marqsim.txt:\n[DBG] Length of Pauli String 915\n\n[DBG] ---- Trotterization (1st-order) -> IBMDigital circuits: ----\n[DBG] Dealing with 162870 pauli strings; relaxation factor: 1.052749; splitting r: 178.\n
Genesis_dataset,genesis,/Users/jbg/Development/particleSystem/QBlue_Benchmark_Datasets/Genesis_dataset/NH3/BK_NH3_sto3g_8_electrons_12_spin_orbitals_Hamiltonian_915_paulis.txt,BK_NH3_sto3g_8_electrons_12_spin_orbitals_Hamiltonian_915_paulis.txt,0.5,0.01,qdrift,1,none,Trotterization (QDrift),IBMDigital,915,3,,38.512463,1.292722,True,0.031246,12,15,4,0,5,6,"{""CX"": 6, ""H"": 4, ""Rzq"": 5, ""X"": 0}",9,1,2,0,6,"{""CX"": 6, ""U1"": 1, ""U2"": 2, ""U3"": 0}",Start analyze_one_circuit\nBefore lexing\nafter lexing\nbefore parser\nafter parser\nAfter parserAfter getting qubit 12\ndecompose to full gate set\ndecompose to voqc\nconvert to rzq\n,"[DBG] Expected error: 0.500000;   t: 0.010000\n[DBG] Analyzing /var/folders/8l/ycc5vbn93_56mddr52w8zp040000gn/T/qblue_bench_xi0c9l82/BK_NH3_sto3g_8_electrons_12_spin_orbitals_Hamiltonian_915_paulis.txt.marqsim.txt:\n[DBG] Length of Pauli String 915\n\n[DBG] ---- Trotterization (QDrift) -> IBMDigital circuits: ----\n[DBG] Dealing with 3 pauli strings; lambda = 38.512463; relaxation factor: 1.292722.\n[DBG] Input circuit uses 12 qubits, has 15 gates:  { H : 4, X : 0, Rzq : 5, CX : 6 }.\n[DBG] After optimization, the circuit uses 9 gates : { U1 : 1, U2 : 2, U3 : 0, CX : 6 }.\n\n"
Genesis_dataset,genesis,/Users/jbg/Development/particleSystem/QBlue_Benchmark_Datasets/Genesis_dataset/NH3/JW_NH3_sto3g_8_electrons_12_spin_orbitals_Hamiltonian_915_paulis.txt,JW_NH3_sto3g_8_electrons_12_spin_orbitals_Hamiltonian_915_paulis.txt,0.5,0.01,std,0,none,Trotterization (1st-order),IBMDigital,915,162870,178,,1.052749,False,74.551130,,,,,,,,,,,,,,Start analyze_one_circuit\nBefore lexing\nafter lexing\nbefore parser\nafter parser\nAfter parserAfter getting qubit 12\ndecompose to full gate set\ndecompose to voqc\n,[DBG] Expected error: 0.500000;   t: 0.010000\n[DBG] Analyzing /var/folders/8l/ycc5vbn93_56mddr52w8zp040000gn/T/qblue_bench_xi0c9l82/JW_NH3_sto3g_8_electrons_12_spin_orbitals_Hamiltonian_915_paulis.txt.marqsim.txt:\n[DBG] Length of Pauli String 915\n\n[DBG] ---- Trotterization (1st-order) -> IBMDigital circuits: ----\n[DBG] Dealing with 162870 pauli strings; relaxation factor: 1.052749; splitting r: 178.\n
Genesis_dataset,genesis,/Users/jbg/Development/particleSystem/QBlue_Benchmark_Datasets/Genesis_dataset/NH3/JW_NH3_sto3g_8_electrons_12_spin_orbitals_Hamiltonian_915_paulis.txt,JW_NH3_sto3g_8_electrons_12_spin_orbitals_Hamiltonian_915_paulis.txt,0.5,0.01,qdrift,1,none,Trotterization (QDrift),IBMDigital,915,3,,38.512463,1.292722,True,0.034355,12,13,4,0,5,4,"{""CX"": 4, ""H"": 4, ""Rzq"": 5, ""X"": 0}",13,1,2,0,10,"{""CX"": 10, ""U1"": 1, ""U2"": 2, ""U3"": 0}",Start analyze_one_circuit\nBefore lexing\nafter lexing\nbefore parser\nafter parser\nAfter parserAfter getting qubit 12\ndecompose to full gate set\ndecompose to voqc\nconvert to rzq\n,"[DBG] Expected error: 0.500000;   t: 0.010000\n[DBG] Analyzing /var/folders/8l/ycc5vbn93_56mddr52w8zp040000gn/T/qblue_bench_xi0c9l82/JW_NH3_sto3g_8_electrons_12_spin_orbitals_Hamiltonian_915_paulis.txt.marqsim.txt:\n[DBG] Length of Pauli String 915\n\n[DBG] ---- Trotterization (QDrift) -> IBMDigital circuits: ----\n[DBG] Dealing with 3 pauli strings; lambda = 38.512463; relaxation factor: 1.292722.\n[DBG] Input circuit uses 12 qubits, has 13 gates:  { H : 4, X : 0, Rzq : 5, CX : 4 }.\n[DBG] After optimization, the circuit uses 13 gates : { U1 : 1, U2 : 2, U3 : 0, CX : 10 }.\n\n"
Genesis_dataset,genesis,/Users/jbg/Development/particleSystem/QBlue_Benchmark_Datasets/Genesis_dataset/H2O/BK_H2O_sto3g_8_electrons_12_spin_orbitals_Hamiltonian_1219_paulis.txt,BK_H2O_sto3g_8_electrons_12_spin_orbitals_Hamiltonian_1219_paulis.txt,0.5,0.01,std,0,none,Trotterization (1st-order),IBMDigital,1219,379109,311,,1.039974,False,2.045252,,,,,,,,,,,,,,Start analyze_one_circuit\nBefore lexing\nafter lexing\nbefore parser\nafter parser\nAfter parserAfter getting qubit 12\n,[DBG] Expected error: 0.500000;   t: 0.010000\n[DBG] Analyzing /var/folders/8l/ycc5vbn93_56mddr52w8zp040000gn/T/qblue_bench_xi0c9l82/BK_H2O_sto3g_8_electrons_12_spin_orbitals_Hamiltonian_1219_paulis.txt.marqsim.txt:\n[DBG] Length of Pauli String 1219\n\n[DBG] ---- Trotterization (1st-order) -> IBMDigital circuits: ----\n[DBG] Dealing with 379109 pauli strings; relaxation factor: 1.039974; splitting r: 311.\n
Genesis_dataset,genesis,/Users/jbg/Development/particleSystem/QBlue_Benchmark_Datasets/Genesis_dataset/H2O/BK_H2O_sto3g_8_electrons_12_spin_orbitals_Hamiltonian_1219_paulis.txt,BK_H2O_sto3g_8_electrons_12_spin_orbitals_Hamiltonian_1219_paulis.txt,0.5,0.01,qdrift,1,none,Trotterization (QDrift),IBMDigital,1219,3,,42.055417,1.323619,True,0.034595,12,1,0,0,1,0,"{""CX"": 0, ""H"": 0, ""Rzq"": 1, ""X"": 0}",0,0,0,0,0,"{""CX"": 0, ""U1"": 0, ""U2"": 0, ""U3"": 0}",Start analyze_one_circuit\nBefore lexing\nafter lexing\nbefore parser\nafter parser\nAfter parserAfter getting qubit 12\ndecompose to full gate set\ndecompose to voqc\nconvert to rzq\n,"[DBG] Expected error: 0.500000;   t: 0.010000\n[DBG] Analyzing /var/folders/8l/ycc5vbn93_56mddr52w8zp040000gn/T/qblue_bench_xi0c9l82/BK_H2O_sto3g_8_electrons_12_spin_orbitals_Hamiltonian_1219_paulis.txt.marqsim.txt:\n[DBG] Length of Pauli String 1219\n\n[DBG] ---- Trotterization (QDrift) -> IBMDigital circuits: ----\n[DBG] Dealing with 3 pauli strings; lambda = 42.055417; relaxation factor: 1.323619.\n[DBG] Input circuit uses 12 qubits, has 1 gates:  { H : 0, X : 0, Rzq : 1, CX : 0 }.\n[DBG] After optimization, the circuit uses 0 gates : { U1 : 0, U2 : 0, U3 : 0, CX : 0 }.\n\n"
